"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"0.658336815731929","0.663565505907128","0.652657467089032","0.42663128628029","0.039346014964366","0.716582999462528","0.0380485263840637","0.428625089262718","0.654286502460446","0.725601758356565","0.631880760332076","0.032916592148793","0.663534942857839","0.730597927462711","0.265446507767048","0.272891937206045","0.637801084249722","0.747638861376447","0.645831973743349","0.730281305860466","0.274633489982077","0.422841297861023","0.574989582502042","0.749692705789024","0.564823366255736","0.735435295216248","0.564727939630652","0.281085241819297","0.690401886927946","0.703008627560382","0.268278464459698","0.417323118935197","0.654664027905407","0.559104485982009","0.556337688775686"
"0.64180707029024","0.715987477445117","0.670144127591305","0.412236081287659","0.0366572760886655","0.744146296898724","0.0445843162741147","0.433507842861477","0.642495975702079","0.723310647291028","0.640404094751405","0.267837352511958","0.653554461733515","0.721996877475983","0.270919086758002","0.414414731494644","0.42692771994435","0.647396052259991","0.64202752976672","0.65190820668043","0.280008554673465","0.265715642618807","0.660752477776561","0.64047183408904","0.555145425397633","0.714085821599598","0.651822440033788","0.429787283052739","0.734718094173559","0.700477169834568","0.276922899942255","0.427820705284071","0.736760279578873","0.557814075973051","0.578665283133067"
"0.66727229436077","0.655382456480078","0.429685970182937","0.269730624689531","0.0341436027696026","0.727110649646527","0.0294831688716054","0.655657297554114","0.712474758564807","0.739359381565005","0.642034752319706","0.271505079534954","0.6356450626948","0.67404388483096","0.286435567314137","0.422181322302151","0.668083999202896","0.664983214613922","0.567370416468665","0.732933878669283","0.268652616397007","0.724945749394929","0.669606175374605","0.659758929309287","0.56362877049043","0.64407602882917","0.64407602882917","0.26790915874771","0.26790915874771","0.700861490596981","0.282015214592726","0.282015214592726","0.282015214592726","0.282015214592726","0.282015214592726"
"0.65821840784294","0.640911074473993","0.413549422572688","0.269575994208731","0.038685743621799","0.750670471487692","0.0504431462103948","0.430784351590443","0.565612644623039","0.735128964054805","0.649681685463966","0.0347718909403646","0.734663663268247","0.712355002896917","0.443112940363988","0.193104235609659","0.6499778006739","0.65935611319203","0.566350996749178","0.644626950324767","0.432499319940287","0.436353621041846","0.436353621041846","0.436353621041846","0.436353621041846","0.769650160620342","0.769650160620342","0.769650160620342","0.769650160620342","0.769650160620342","0.769650160620342","0.769650160620342","0.769650160620342","0.769650160620342","0.769650160620342"
"0.642436722698806","0.711041680419879","0.732390832168206","0.439432678285454","0.271533084921007","0.725306545036817","0.0319554011012066","0.266805608396916","0.639810284818313","0.727795097688424","0.581550347385758","0.268092457370491","0.723601570809757","0.733494433616279","0.277873198787845","0.27214424192906","0.449127690792","0.640522023179666","0.647770318792828","0.783051327527034","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128","0.4287653499128"
"0.64283376724519","0.734179384563477","0.646082686263319","0.42384702874889","0.273508148186275","0.723063380970933","0.0443114149944241","0.648028947888201","0.72176130095833","0.661459843499378","0.557197861888914","0.557197861888914","0.648564863036172","0.737884413693153","0.737884413693153","0.737884413693153","0.274064082248976","0.274064082248976","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275","0.639632056819275"
"0.633711095977243","0.630834085581472","0.654631992108994","0.452969920669712","0.0339812330667433","0.650220321072653","0.0588464954815985","0.635946504008019","0.635946504008019","0.72635486176542","0.72635486176542","0.72635486176542","0.635933980499097","0.635933980499097","0.635933980499097","0.635933980499097","0.635933980499097","0.635933980499097","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456","0.643430779442456"
"0.638447165236276","0.739885251776861","0.666217638918254","0.272392291428318","0.0389723400376018","0.0389723400376018","0.0387136805806299","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557","0.650898593495557"
"0.418041756591311","0.787274013638542","0.280495441644917","0.270132823646367","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097","0.267756233865097"
"0.556628417194596","0.731054026397203","0.643357813178675","0.28268426492395","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863","0.275051023392863"
"0.572667835336035","0.739116457347145","0.264300469709608","0.414458191233302","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889","0.0416265250889"
